UF,Municipios,Alias
SC,SANTO AMARO DA IMPERATRIZ,SANTO AMARO DA IMPERATRIZ
SC,SAO BERNARDINO,SAO BERNARDINO
SC,SAO BENTO DO SUL,SAO BENTO DO SUL
SC,SAO BONIFACIO,SAO BONIFACIO
SC,SAO CARLOS,SAO CARLOS
SC,SAO CRISTOVAO DO SUL,SAO CRISTOVAO DO SUL
SC,SAO DOMINGOS,SAO DOMINGOS
SC,SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL
SC,SAO JOAO DO OESTE,SAO JOAO DO OESTE
SC,SAO JOAO BATISTA,SAO JOAO BATISTA
SC,SAO JOAO DO ITAPERIU,SAO JOAO DO ITAPERIU
SC,SAO JOAO DO SUL,SAO JOAO DO SUL
SC,SAO JOAQUIM,SAO JOAQUIM
SC,SAO JOSE,SAO JOSE
SC,SAO JOSE DO CEDRO,SAO JOSE DO CEDRO
SC,SAO JOSE DO CERRITO,SAO JOSE DO CERRITO
SC,SAO LOURENCO DO OESTE,SAO LOURENCO DO OESTE
SC,SAO LUDGERO,SAO LUDGERO
SC,SAO MARTINHO,SAO MARTINHO
SC,SAO MIGUEL DA BOA VISTA,SAO MIGUEL DA BOA VISTA
SC,SAO MIGUEL DO OESTE,SAO MIGUEL DO OESTE
SC,SAO PEDRO DE ALCANTARA,SAO PEDRO DE ALCANTARA
SC,SAUDADES,SAUDADES
SC,SCHROEDER,SCHROEDER
SC,SEARA,SEARA
SC,SERRA ALTA,SERRA ALTA
SC,SIDEROPOLIS,SIDEROPOLIS
SC,SOMBRIO,SOMBRIO
SC,SUL BRASIL,SUL BRASIL
SC,TAIO,TAIO
SC,TANGARA,TANGARA
SC,TIGRINHOS,TIGRINHOS
SC,TIJUCAS,TIJUCAS
SC,TIMBE DO SUL,TIMBE DO SUL
SC,TIMBO,TIMBO
SC,TIMBO GRANDE,TIMBO GRANDE
SC,TRES BARRAS,TRES BARRAS
SC,TREVISO,TREVISO
SC,TREZE DE MAIO,TREZE DE MAIO
SC,TREZE TILIAS,TREZE TILIAS
SC,TROMBUDO CENTRAL,TROMBUDO CENTRAL
SC,TUBARAO,TUBARAO
SC,TUNAPOLIS,TUNAPOLIS
SC,TURVO,TURVO
SC,UNIAO DO OESTE,UNIAO DO OESTE
SC,URUBICI,URUBICI
SC,URUPEMA,URUPEMA
SC,URUSSANGA,URUSSANGA
SC,VARGEAO,VARGEAO
SC,VARGEM,VARGEM
SC,VARGEM BONITA,VARGEM BONITA
SC,VIDAL RAMOS,VIDAL RAMOS
SC,VIDEIRA,VIDEIRA
SC,VITOR MEIRELES,VITOR MEIRELES
SC,WITMARSUM,WITMARSUM
SC,XANXERE,XANXERE
SC,XAVANTINA,XAVANTINA
SC,XAXIM,XAXIM
SC,ZORTEA,ZORTEA
SC,BALNEARIO RINCAO,BALNEARIO RINCAO
RS,ACEGUA,ACEGUA
RS,AGUA SANTA,AGUA SANTA
RS,AGUDO,AGUDO
RS,AJURICABA,AJURICABA
RS,ALECRIM,ALECRIM
RS,ALEGRETE,ALEGRETE
RS,ALEGRIA,ALEGRIA
RS,ALMIRANTE TAMANDARE DO SUL,ALMIRANTE TAMANDARE DO SUL
RS,ALPESTRE,ALPESTRE
RS,ALTO ALEGRE,ALTO ALEGRE
RS,ALTO FELIZ,ALTO FELIZ
RS,ALVORADA,ALVORADA
RS,AMARAL FERRADOR,AMARAL FERRADOR
RS,AMETISTA DO SUL,AMETISTA DO SUL
RS,ANDRE DA ROCHA,ANDRE DA ROCHA
RS,ANTA GORDA,ANTA GORDA
RS,ANTONIO PRADO,ANTONIO PRADO
RS,ARAMBARE,ARAMBARE
RS,ARARICA,ARARICA
RS,ARATIBA,ARATIBA
RS,ARROIO DO MEIO,ARROIO DO MEIO
RS,ARROIO DO SAL,ARROIO DO SAL
RS,ARROIO DO PADRE,ARROIO DO PADRE
RS,ARROIO DOS RATOS,ARROIO DOS RATOS
RS,ARROIO DO TIGRE,ARROIO DO TIGRE
RS,ARROIO GRANDE,ARROIO GRANDE
RS,ARVOREZINHA,ARVOREZINHA
RS,AUGUSTO PESTANA,AUGUSTO PESTANA
RS,AUREA,AUREA
RS,BAGE,BAGE
RS,BALNEARIO PINHAL,BALNEARIO PINHAL
RS,BARAO,BARAO
RS,BARAO DE COTEGIPE,BARAO DE COTEGIPE
RS,BARAO DO TRIUNFO,BARAO DO TRIUNFO
RS,BARRACAO,BARRACAO
RS,BARRA DO GUARITA,BARRA DO GUARITA
RS,BARRA DO QUARAI,BARRA DO QUARAI
RS,BARRA DO RIBEIRO,BARRA DO RIBEIRO
RS,BARRA DO RIO AZUL,BARRA DO RIO AZUL
RS,BARRA FUNDA,BARRA FUNDA
RS,BARROS CASSAL,BARROS CASSAL
RS,BENJAMIN CONSTANT DO SUL,BENJAMIN CONSTANT DO SUL
RS,BENTO GONCALVES,BENTO GONCALVES
RS,BOA VISTA DAS MISSOES,BOA VISTA DAS MISSOES
RS,BOA VISTA DO BURICA,BOA VISTA DO BURICA
RS,BOA VISTA DO CADEADO,BOA VISTA DO CADEADO
RS,BOA VISTA DO INCRA,BOA VISTA DO INCRA
RS,BOA VISTA DO SUL,BOA VISTA DO SUL
RS,BOM JESUS,BOM JESUS
RS,BOM PRINCIPIO,BOM PRINCIPIO
RS,BOM PROGRESSO,BOM PROGRESSO
RS,BOM RETIRO DO SUL,BOM RETIRO DO SUL
RS,BOQUEIRAO DO LEAO,BOQUEIRAO DO LEAO
RS,BOSSOROCA,BOSSOROCA
RS,BOZANO,BOZANO
RS,BRAGA,BRAGA
RS,BROCHIER,BROCHIER
RS,BUTIA,BUTIA
RS,CACAPAVA DO SUL,CACAPAVA DO SUL
RS,CACEQUI,CACEQUI
RS,CACHOEIRA DO SUL,CACHOEIRA DO SUL
RS,CACHOEIRINHA,CACHOEIRINHA
RS,CACIQUE DOBLE,CACIQUE DOBLE
RS,CAIBATE,CAIBATE
RS,CAICARA,CAICARA
RS,CAMAQUA,CAMAQUA
RS,CAMARGO,CAMARGO
RS,CAMBARA DO SUL,CAMBARA DO SUL
RS,CAMPESTRE DA SERRA,CAMPESTRE DA SERRA
RS,CAMPINA DAS MISSOES,CAMPINA DAS MISSOES
RS,CAMPINAS DO SUL,CAMPINAS DO SUL
RS,CAMPO BOM,CAMPO BOM
RS,CAMPO NOVO,CAMPO NOVO
RS,CAMPOS BORGES,CAMPOS BORGES
RS,CANDELARIA,CANDELARIA
RS,CANDIDO GODOI,CANDIDO GODOI
RS,CANDIOTA,CANDIOTA
RS,CANELA,CANELA
RS,CANGUCU,CANGUCU
RS,CANOAS,CANOAS
RS,CANUDOS DO VALE,CANUDOS DO VALE
RS,CAPAO BONITO DO SUL,CAPAO BONITO DO SUL
RS,CAPAO DA CANOA,CAPAO DA CANOA
RS,CAPAO DO CIPO,CAPAO DO CIPO
RS,CAPAO DO LEAO,CAPAO DO LEAO
RS,CAPIVARI DO SUL,CAPIVARI DO SUL
RS,CAPELA DE SANTANA,CAPELA DE SANTANA
RS,CAPITAO,CAPITAO
RS,CARAZINHO,CARAZINHO
RS,CARAA,CARAA
RS,CARLOS BARBOSA,CARLOS BARBOSA
RS,CARLOS GOMES,CARLOS GOMES
RS,CASCA,CASCA
RS,CASEIROS,CASEIROS
RS,CATUIPE,CATUIPE
RS,CAXIAS DO SUL,CAXIAS DO SUL
RS,CENTENARIO,CENTENARIO
RS,CERRITO,CERRITO
RS,CERRO BRANCO,CERRO BRANCO
RS,CERRO GRANDE,CERRO GRANDE
RS,CERRO GRANDE DO SUL,CERRO GRANDE DO SUL
RS,CERRO LARGO,CERRO LARGO
RS,CHAPADA,CHAPADA
RS,CHARQUEADAS,CHARQUEADAS
RS,CHARRUA,CHARRUA
RS,CHIAPETTA,CHIAPETTA
RS,CHUI,CHUI
RS,CHUVISCA,CHUVISCA
RS,CIDREIRA,CIDREIRA
RS,CIRIACO,CIRIACO
RS,COLINAS,COLINAS
RS,COLORADO,COLORADO
RS,CONDOR,CONDOR
RS,CONSTANTINA,CONSTANTINA
RS,COQUEIRO BAIXO,COQUEIRO BAIXO
RS,COQUEIROS DO SUL,COQUEIROS DO SUL
RS,CORONEL BARROS,CORONEL BARROS
RS,CORONEL BICACO,CORONEL BICACO
RS,CORONEL PILAR,CORONEL PILAR
RS,COTIPORA,COTIPORA
RS,COXILHA,COXILHA
RS,CRISSIUMAL,CRISSIUMAL
RS,CRISTAL,CRISTAL
RS,CRISTAL DO SUL,CRISTAL DO SUL
RS,CRUZ ALTA,CRUZ ALTA
RS,CRUZALTENSE,CRUZALTENSE
RS,CRUZEIRO DO SUL,CRUZEIRO DO SUL
RS,DAVID CANABARRO,DAVID CANABARRO
RS,DERRUBADAS,DERRUBADAS
RS,DEZESSEIS DE NOVEMBRO,DEZESSEIS DE NOVEMBRO
RS,DILERMANDO DE AGUIAR,DILERMANDO DE AGUIAR
RS,DOIS IRMAOS,DOIS IRMAOS
RS,DOIS IRMAOS DAS MISSOES,DOIS IRMAOS DAS MISSOES
RS,DOIS LAJEADOS,DOIS LAJEADOS
RS,DOM FELICIANO,DOM FELICIANO
RS,DOM PEDRO DE ALCANTARA,DOM PEDRO DE ALCANTARA
RS,DOM PEDRITO,DOM PEDRITO
RS,DONA FRANCISCA,DONA FRANCISCA
RS,DOUTOR MAURICIO CARDOSO,DOUTOR MAURICIO CARDOSO
RS,DOUTOR RICARDO,DOUTOR RICARDO
RS,ELDORADO DO SUL,ELDORADO DO SUL
RS,ENCANTADO,ENCANTADO
RS,ENCRUZILHADA DO SUL,ENCRUZILHADA DO SUL
RS,ENGENHO VELHO,ENGENHO VELHO
RS,ENTRE-IJUIS,ENTRE-IJUIS
RS,ENTRE RIOS DO SUL,ENTRE RIOS DO SUL
RS,EREBANGO,EREBANGO
RS,ERECHIM,ERECHIM
RS,ERNESTINA,ERNESTINA
RS,HERVAL,HERVAL
RS,ERVAL GRANDE,ERVAL GRANDE
RS,ERVAL SECO,ERVAL SECO
RS,ESMERALDA,ESMERALDA
RS,ESPERANCA DO SUL,ESPERANCA DO SUL
RS,ESPUMOSO,ESPUMOSO
RS,ESTACAO,ESTACAO
RS,ESTANCIA VELHA,ESTANCIA VELHA
RS,ESTEIO,ESTEIO
RS,ESTRELA,ESTRELA
RS,ESTRELA VELHA,ESTRELA VELHA
RS,EUGENIO DE CASTRO,EUGENIO DE CASTRO
RS,FAGUNDES VARELA,FAGUNDES VARELA
RS,FARROUPILHA,FARROUPILHA
RS,FAXINAL DO SOTURNO,FAXINAL DO SOTURNO
RS,FAXINALZINHO,FAXINALZINHO
RS,FAZENDA VILANOVA,FAZENDA VILANOVA
RS,FELIZ,FELIZ
RS,FLORES DA CUNHA,FLORES DA CUNHA
RS,FLORIANO PEIXOTO,FLORIANO PEIXOTO
RS,FONTOURA XAVIER,FONTOURA XAVIER
RS,FORMIGUEIRO,FORMIGUEIRO
RS,FORQUETINHA,FORQUETINHA
RS,FORTALEZA DOS VALOS,FORTALEZA DOS VALOS
RS,FREDERICO WESTPHALEN,FREDERICO WESTPHALEN
RS,GARIBALDI,GARIBALDI
RS,GARRUCHOS,GARRUCHOS
RS,GAURAMA,GAURAMA
RS,GENERAL CAMARA,GENERAL CAMARA
RS,GENTIL,GENTIL
RS,GETULIO VARGAS,GETULIO VARGAS
RS,GIRUA,GIRUA
RS,GLORINHA,GLORINHA
RS,GRAMADO,GRAMADO
RS,GRAMADO DOS LOUREIROS,GRAMADO DOS LOUREIROS
RS,GRAMADO XAVIER,GRAMADO XAVIER
RS,GRAVATAI,GRAVATAI
RS,GUABIJU,GUABIJU
RS,GUAIBA,GUAIBA
RS,GUAPORE,GUAPORE
RS,GUARANI DAS MISSOES,GUARANI DAS MISSOES
RS,HARMONIA,HARMONIA
RS,HERVEIRAS,HERVEIRAS
RS,HORIZONTINA,HORIZONTINA
RS,HULHA NEGRA,HULHA NEGRA
RS,HUMAITA,HUMAITA
RS,IBARAMA,IBARAMA
RS,IBIACA,IBIACA
RS,IBIRAIARAS,IBIRAIARAS
RS,IBIRAPUITA,IBIRAPUITA
RS,IBIRUBA,IBIRUBA
RS,IGREJINHA,IGREJINHA
RS,IJUI,IJUI
RS,ILOPOLIS,ILOPOLIS
RS,IMBE,IMBE
RS,IMIGRANTE,IMIGRANTE
RS,INDEPENDENCIA,INDEPENDENCIA
RS,INHACORA,INHACORA
RS,IPE,IPE
RS,IPIRANGA DO SUL,IPIRANGA DO SUL
RS,IRAI,IRAI
RS,ITAARA,ITAARA
RS,ITACURUBI,ITACURUBI
RS,ITAPUCA,ITAPUCA
RS,ITAQUI,ITAQUI
RS,ITATI,ITATI
RS,ITATIBA DO SUL,ITATIBA DO SUL
RS,IVORA,IVORA
RS,IVOTI,IVOTI
RS,JABOTICABA,JABOTICABA
RS,JACUIZINHO,JACUIZINHO
RS,JACUTINGA,JACUTINGA
RS,JAGUARAO,JAGUARAO
RS,JAGUARI,JAGUARI
RS,JAQUIRANA,JAQUIRANA
RS,JARI,JARI
RS,JOIA,JOIA
RS,JULIO DE CASTILHOS,JULIO DE CASTILHOS
RS,LAGOA BONITA DO SUL,LAGOA BONITA DO SUL
RS,LAGOAO,LAGOAO
RS,LAGOA DOS TRES CANTOS,LAGOA DOS TRES CANTOS
RS,LAGOA VERMELHA,LAGOA VERMELHA
RS,LAJEADO,LAJEADO
RS,LAJEADO DO BUGRE,LAJEADO DO BUGRE
RS,LAVRAS DO SUL,LAVRAS DO SUL
RS,LIBERATO SALZANO,LIBERATO SALZANO
RS,LINDOLFO COLLOR,LINDOLFO COLLOR
RS,LINHA NOVA,LINHA NOVA
RS,MACHADINHO,MACHADINHO
RS,MACAMBARA,MACAMBARA
RS,MAMPITUBA,MAMPITUBA
RS,MANOEL VIANA,MANOEL VIANA
RS,MAQUINE,MAQUINE
RS,MARATA,MARATA
RS,MARAU,MARAU
RS,MARCELINO RAMOS,MARCELINO RAMOS
RS,MARIANA PIMENTEL,MARIANA PIMENTEL
RS,MARIANO MORO,MARIANO MORO
RS,MARQUES DE SOUZA,MARQUES DE SOUZA
RS,MATA,MATA
RS,MATO CASTELHANO,MATO CASTELHANO
RS,MATO LEITAO,MATO LEITAO
RS,MATO QUEIMADO,MATO QUEIMADO
RS,MAXIMILIANO DE ALMEIDA,MAXIMILIANO DE ALMEIDA
RS,MINAS DO LEAO,MINAS DO LEAO
RS,MIRAGUAI,MIRAGUAI
RS,MONTAURI,MONTAURI
RS,MONTE ALEGRE DOS CAMPOS,MONTE ALEGRE DOS CAMPOS
RS,MONTE BELO DO SUL,MONTE BELO DO SUL
RS,MONTENEGRO,MONTENEGRO
RS,MORMACO,MORMACO
RS,MORRINHOS DO SUL,MORRINHOS DO SUL
RS,MORRO REDONDO,MORRO REDONDO
RS,MORRO REUTER,MORRO REUTER
RS,MOSTARDAS,MOSTARDAS
RS,MUCUM,MUCUM
RS,MUITOS CAPOES,MUITOS CAPOES
RS,MULITERNO,MULITERNO
RS,NAO-ME-TOQUE,NAO-ME-TOQUE
RS,NICOLAU VERGUEIRO,NICOLAU VERGUEIRO
RS,NONOAI,NONOAI
RS,NOVA ALVORADA,NOVA ALVORADA
RS,NOVA ARACA,NOVA ARACA
RS,NOVA BASSANO,NOVA BASSANO
RS,NOVA BOA VISTA,NOVA BOA VISTA
RS,NOVA BRESCIA,NOVA BRESCIA
RS,NOVA CANDELARIA,NOVA CANDELARIA
RS,NOVA ESPERANCA DO SUL,NOVA ESPERANCA DO SUL
RS,NOVA HARTZ,NOVA HARTZ
RS,NOVA PADUA,NOVA PADUA
RS,NOVA PALMA,NOVA PALMA
RS,NOVA PETROPOLIS,NOVA PETROPOLIS
RS,NOVA PRATA,NOVA PRATA
RS,NOVA RAMADA,NOVA RAMADA
RS,NOVA ROMA DO SUL,NOVA ROMA DO SUL
RS,NOVA SANTA RITA,NOVA SANTA RITA
RS,NOVO CABRAIS,NOVO CABRAIS
RS,NOVO HAMBURGO,NOVO HAMBURGO
RS,NOVO MACHADO,NOVO MACHADO
RS,NOVO TIRADENTES,NOVO TIRADENTES
RS,NOVO XINGU,NOVO XINGU
RS,NOVO BARREIRO,NOVO BARREIRO
RS,OSORIO,OSORIO
RS,PAIM FILHO,PAIM FILHO
RS,PALMARES DO SUL,PALMARES DO SUL
RS,PALMEIRA DAS MISSOES,PALMEIRA DAS MISSOES
RS,PALMITINHO,PALMITINHO
RS,PANAMBI,PANAMBI
RS,PANTANO GRANDE,PANTANO GRANDE
RS,PARAI,PARAI
RS,PARAISO DO SUL,PARAISO DO SUL
RS,PARECI NOVO,PARECI NOVO
RS,PAROBE,PAROBE
RS,PASSA SETE,PASSA SETE
RS,PASSO DO SOBRADO,PASSO DO SOBRADO
RS,PASSO FUNDO,PASSO FUNDO
RS,PAULO BENTO,PAULO BENTO
RS,PAVERAMA,PAVERAMA
RS,PEDRAS ALTAS,PEDRAS ALTAS
RS,PEDRO OSORIO,PEDRO OSORIO
RS,PEJUCARA,PEJUCARA
RS,PELOTAS,PELOTAS
RS,PICADA CAFE,PICADA CAFE
RS,PINHAL,PINHAL
RS,PINHAL DA SERRA,PINHAL DA SERRA
RS,PINHAL GRANDE,PINHAL GRANDE
RS,PINHEIRINHO DO VALE,PINHEIRINHO DO VALE
RS,PINHEIRO MACHADO,PINHEIRO MACHADO
RS,PINTO BANDEIRA,PINTO BANDEIRA
RS,PIRAPO,PIRAPO
RS,PIRATINI,PIRATINI
RS,PLANALTO,PLANALTO
RS,POCO DAS ANTAS,POCO DAS ANTAS
RS,PONTAO,PONTAO
RS,PONTE PRETA,PONTE PRETA
RS,PORTAO,PORTAO
RS,PORTO ALEGRE,PORTO ALEGRE
RS,PORTO LUCENA,PORTO LUCENA
RS,PORTO MAUA,PORTO MAUA
RS,PORTO VERA CRUZ,PORTO VERA CRUZ
RS,PORTO XAVIER,PORTO XAVIER
RS,POUSO NOVO,POUSO NOVO
RS,PRESIDENTE LUCENA,PRESIDENTE LUCENA
RS,PROGRESSO,PROGRESSO
RS,PROTASIO ALVES,PROTASIO ALVES
RS,PUTINGA,PUTINGA
RS,QUARAI,QUARAI
RS,QUATRO IRMAOS,QUATRO IRMAOS
RS,QUEVEDOS,QUEVEDOS
RS,QUINZE DE NOVEMBRO,QUINZE DE NOVEMBRO
RS,REDENTORA,REDENTORA
RS,RELVADO,RELVADO
RS,RESTINGA SECA,RESTINGA SECA
RS,RIO DOS INDIOS,RIO DOS INDIOS
RS,RIO GRANDE,RIO GRANDE
RS,RIO PARDO,RIO PARDO
RS,RIOZINHO,RIOZINHO
RS,ROCA SALES,ROCA SALES
RS,RODEIO BONITO,RODEIO BONITO
RS,ROLADOR,ROLADOR
RS,ROLANTE,ROLANTE
RS,RONDA ALTA,RONDA ALTA
RS,RONDINHA,RONDINHA
RS,ROQUE GONZALES,ROQUE GONZALES
RS,ROSARIO DO SUL,ROSARIO DO SUL
RS,SAGRADA FAMILIA,SAGRADA FAMILIA
RS,SALDANHA MARINHO,SALDANHA MARINHO
RS,SALTO DO JACUI,SALTO DO JACUI
RS,SALVADOR DAS MISSOES,SALVADOR DAS MISSOES
RS,SALVADOR DO SUL,SALVADOR DO SUL
RS,SANANDUVA,SANANDUVA
RS,SANTA BARBARA DO SUL,SANTA BARBARA DO SUL
RS,SANTA CECILIA DO SUL,SANTA CECILIA DO SUL
RS,SANTA CLARA DO SUL,SANTA CLARA DO SUL
RS,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL
RS,SANTA MARIA,SANTA MARIA
RS,SANTA MARIA DO HERVAL,SANTA MARIA DO HERVAL
RS,SANTA MARGARIDA DO SUL,SANTA MARGARIDA DO SUL
RS,SANTANA DA BOA VISTA,SANTANA DA BOA VISTA
RS,SANTANA DO LIVRAMENTO,SANTANA DO LIVRAMENTO
RS,SANTA ROSA,SANTA ROSA
RS,SANTA TEREZA,SANTA TEREZA
RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR
RS,SANTIAGO,SANTIAGO
RS,SANTO ANGELO,SANTO ANGELO
RS,SANTO ANTONIO DO PALMA,SANTO ANTONIO DO PALMA
RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA
RS,SANTO ANTONIO DAS MISSOES,SANTO ANTONIO DAS MISSOES
RS,SANTO ANTONIO DO PLANALTO,SANTO ANTONIO DO PLANALTO
RS,SANTO AUGUSTO,SANTO AUGUSTO
RS,SANTO CRISTO,SANTO CRISTO
RS,SANTO EXPEDITO DO SUL,SANTO EXPEDITO DO SUL
RS,SAO BORJA,SAO BORJA
RS,SAO DOMINGOS DO SUL,SAO DOMINGOS DO SUL
RS,SAO FRANCISCO DE ASSIS,SAO FRANCISCO DE ASSIS
RS,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA
RS,SAO GABRIEL,SAO GABRIEL
RS,SAO JERONIMO,SAO JERONIMO
RS,SAO JOAO DA URTIGA,SAO JOAO DA URTIGA
RS,SAO JOAO DO POLESINE,SAO JOAO DO POLESINE
RS,SAO JORGE,SAO JORGE
RS,SAO JOSE DAS MISSOES,SAO JOSE DAS MISSOES
RS,SAO JOSE DO HERVAL,SAO JOSE DO HERVAL
RS,SAO JOSE DO HORTENCIO,SAO JOSE DO HORTENCIO
RS,SAO JOSE DO INHACORA,SAO JOSE DO INHACORA
RS,SAO JOSE DO NORTE,SAO JOSE DO NORTE
RS,SAO JOSE DO OURO,SAO JOSE DO OURO
RS,SAO JOSE DO SUL,SAO JOSE DO SUL
RS,SAO JOSE DOS AUSENTES,SAO JOSE DOS AUSENTES
RS,SAO LEOPOLDO,SAO LEOPOLDO
RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL
RS,SAO LUIZ GONZAGA,SAO LUIZ GONZAGA
RS,SAO MARCOS,SAO MARCOS
RS,SAO MARTINHO,SAO MARTINHO
RS,SAO MARTINHO DA SERRA,SAO MARTINHO DA SERRA
RS,SAO MIGUEL DAS MISSOES,SAO MIGUEL DAS MISSOES
RS,SAO NICOLAU,SAO NICOLAU
RS,SAO PAULO DAS MISSOES,SAO PAULO DAS MISSOES
RS,SAO PEDRO DA SERRA,SAO PEDRO DA SERRA
RS,SAO PEDRO DAS MISSOES,SAO PEDRO DAS MISSOES
RS,SAO PEDRO DO BUTIA,SAO PEDRO DO BUTIA
RS,SAO PEDRO DO SUL,SAO PEDRO DO SUL
RS,SAO SEBASTIAO DO CAI,SAO SEBASTIAO DO CAI
RS,SAO SEPE,SAO SEPE
RS,SAO VALENTIM,SAO VALENTIM
RS,SAO VALENTIM DO SUL,SAO VALENTIM DO SUL
RS,SAO VALERIO DO SUL,SAO VALERIO DO SUL
RS,SAO VENDELINO,SAO VENDELINO
RS,SAO VICENTE DO SUL,SAO VICENTE DO SUL
RS,SAPIRANGA,SAPIRANGA
RS,SAPUCAIA DO SUL,SAPUCAIA DO SUL
RS,SARANDI,SARANDI
RS,SEBERI,SEBERI
RS,SEDE NOVA,SEDE NOVA
RS,SEGREDO,SEGREDO
RS,SELBACH,SELBACH
RS,SENADOR SALGADO FILHO,SENADOR SALGADO FILHO
RS,SENTINELA DO SUL,SENTINELA DO SUL
RS,SERAFINA CORREA,SERAFINA CORREA
RS,SERIO,SERIO
RS,SERTAO,SERTAO
RS,SERTAO SANTANA,SERTAO SANTANA
RS,SETE DE SETEMBRO,SETE DE SETEMBRO
RS,SEVERIANO DE ALMEIDA,SEVERIANO DE ALMEIDA
RS,SILVEIRA MARTINS,SILVEIRA MARTINS
RS,SINIMBU,SINIMBU
RS,SOBRADINHO,SOBRADINHO
RS,SOLEDADE,SOLEDADE
RS,TABAI,TABAI
RS,TAPEJARA,TAPEJARA
RS,TAPERA,TAPERA
RS,TAPES,TAPES
RS,TAQUARA,TAQUARA
RS,TAQUARI,TAQUARI
RS,TAQUARUCU DO SUL,TAQUARUCU DO SUL
RS,TAVARES,TAVARES
RS,TENENTE PORTELA,TENENTE PORTELA
RS,TERRA DE AREIA,TERRA DE AREIA
RS,TEUTONIA,TEUTONIA
RS,TIO HUGO,TIO HUGO
RS,TIRADENTES DO SUL,TIRADENTES DO SUL
RS,TOROPI,TOROPI
RS,TORRES,TORRES
RS,TRAMANDAI,TRAMANDAI
RS,TRAVESSEIRO,TRAVESSEIRO
RS,TRES ARROIOS,TRES ARROIOS
RS,TRES CACHOEIRAS,TRES CACHOEIRAS
RS,TRES COROAS,TRES COROAS
RS,TRES DE MAIO,TRES DE MAIO
RS,TRES FORQUILHAS,TRES FORQUILHAS
RS,TRES PALMEIRAS,TRES PALMEIRAS
RS,TRES PASSOS,TRES PASSOS
RS,TRINDADE DO SUL,TRINDADE DO SUL
RS,TRIUNFO,TRIUNFO
RS,TUCUNDUVA,TUCUNDUVA
RS,TUNAS,TUNAS
RS,TUPANCI DO SUL,TUPANCI DO SUL
RS,TUPANCIRETA,TUPANCIRETA
RS,TUPANDI,TUPANDI
RS,TUPARENDI,TUPARENDI
RS,TURUCU,TURUCU
RS,UBIRETAMA,UBIRETAMA
RS,UNIAO DA SERRA,UNIAO DA SERRA
RS,UNISTALDA,UNISTALDA
RS,URUGUAIANA,URUGUAIANA
RS,VACARIA,VACARIA
RS,VALE VERDE,VALE VERDE
RS,VALE DO SOL,VALE DO SOL
RS,VALE REAL,VALE REAL
RS,VANINI,VANINI
RS,VENANCIO AIRES,VENANCIO AIRES
RS,VERA CRUZ,VERA CRUZ
RS,VERANOPOLIS,VERANOPOLIS
RS,VESPASIANO CORREA,VESPASIANO CORREA
RS,VIADUTOS,VIADUTOS
RS,VIAMAO,VIAMAO
RS,VICENTE DUTRA,VICENTE DUTRA
RS,VICTOR GRAEFF,VICTOR GRAEFF
RS,VILA FLORES,VILA FLORES
RS,VILA LANGARO,VILA LANGARO
RS,VILA MARIA,VILA MARIA
RS,VILA NOVA DO SUL,VILA NOVA DO SUL
RS,VISTA ALEGRE,VISTA ALEGRE
RS,VISTA ALEGRE DO PRATA,VISTA ALEGRE DO PRATA
RS,VISTA GAUCHA,VISTA GAUCHA
RS,VITORIA DAS MISSOES,VITORIA DAS MISSOES
RS,WESTFALIA,WESTFALIA
RS,XANGRI-LA,XANGRI-LA
MS,AGUA CLARA,AGUA CLARA
MS,ALCINOPOLIS,ALCINOPOLIS
MS,AMAMBAI,AMAMBAI
MS,ANASTACIO,ANASTACIO
MS,ANAURILANDIA,ANAURILANDIA
MS,ANGELICA,ANGELICA
MS,ANTONIO JOAO,ANTONIO JOAO
MS,APARECIDA DO TABOADO,APARECIDA DO TABOADO
MS,AQUIDAUANA,AQUIDAUANA
MS,ARAL MOREIRA,ARAL MOREIRA
MS,BANDEIRANTES,BANDEIRANTES
MS,BATAGUASSU,BATAGUASSU
MS,BATAYPORA,BATAYPORA
MS,BELA VISTA,BELA VISTA
MS,BODOQUENA,BODOQUENA
MS,BONITO,BONITO
MS,BRASILANDIA,BRASILANDIA
MS,CAARAPO,CAARAPO
MS,CAMAPUA,CAMAPUA
MS,CAMPO GRANDE,CAMPO GRANDE
MS,CARACOL,CARACOL
MS,CASSILANDIA,CASSILANDIA
MS,CHAPADAO DO SUL,CHAPADAO DO SUL
MS,CORGUINHO,CORGUINHO
MS,CORONEL SAPUCAIA,CORONEL SAPUCAIA
MS,CORUMBA,CORUMBA
MS,COSTA RICA,COSTA RICA
MS,COXIM,COXIM
MS,DEODAPOLIS,DEODAPOLIS
MS,DOIS IRMAOS DO BURITI,DOIS IRMAOS DO BURITI
MS,DOURADINA,DOURADINA
MS,DOURADOS,DOURADOS
MS,ELDORADO,ELDORADO
MS,FATIMA DO SUL,FATIMA DO SUL
MS,FIGUEIRAO,FIGUEIRAO
MS,GLORIA DE DOURADOS,GLORIA DE DOURADOS
MS,GUIA LOPES DA LAGUNA,GUIA LOPES DA LAGUNA
